Artist,Album,Track,DateTime,Date,Time,Acousticness,Danceability,Energy,Tempo,Valence,Loudness,Instrumentalness,Speechiness
Girls Generation,Girls Generation 4th Mini Album Mr. Mr.,유로파 (Europa),2-11-2023 7:49:00,2-11-2023,7:49:00,0.0235,0.714,0.86,124.02,0.578,-4.981,0,0.0816
Ariana Grande,Dangerous Woman,Let Me Love You,2-11-2023 7:45:00,2-11-2023,7:45:00,0.0295,0.527,0.435,102.698,0.0781,-8.363,0,0.129
Hyolyn,Dally (Feat. GRAY),Dally (feat. GRAY),2-11-2023 7:42:00,2-11-2023,7:42:00,0.281,0.668,0.815,143.764,0.885,-2.883,0,0.216
Rich Brian,Shang-Chi and The Legend of The Ten Rings: The Album,Act Up,2-11-2023 7:39:00,2-11-2023,7:39:00,0.328,0.609,0.772,78.052,0.384,-4.152,0,0.119
NCT 127,NCT #127 Neo Zone - The 2nd Album,Not Alone,2-11-2023 7:34:00,2-11-2023,7:34:00,0.627,0.761,0.574,126.994,0.427,-5.229,9.00E-06,0.0332
Cardi B,UP,Up,2-11-2023 7:31:00,2-11-2023,7:31:00,0.0012,0.868,0.795,166,0.819,-6.044,0.0193,0.269
Doja Cat,Boss Bitch,Boss Bitch,2-11-2023 7:29:00,2-11-2023,7:29:00,0.127,0.707,0.955,125.989,0.575,-4.593,0,0.222
Britney Spears,Blackout,Gimme More,2-11-2023 7:25:00,2-11-2023,7:25:00,0.25,0.788,0.844,113.324,0.382,-3.131,0.000678,0.0334
Nelly Furtado,Loose,Maneater,2-11-2023 7:21:00,2-11-2023,7:21:00,0.0261,0.796,0.777,132.722,0.787,-4.81,0.000358,0.0397
EYROV,unlock it x better off alone,unlock it x better off alone,2-11-2023 7:04:00,2-11-2023,7:04:00,0.00307,0.536,0.865,169.761,0.556,-6.639,0.751,0.0522
Charli XCX,Pop 2,Unlock it (Lock It) - feat. Kim Petras and Jay Park,2-11-2023 7:00:00,2-11-2023,7:00:00,0.0585,0.504,0.711,134.824,0.5,-5.864,1.83E-05,0.0452
Paramore,brand new eyes,All I Wanted,2-11-2023 6:56:00,2-11-2023,6:56:00,0.0192,0.494,0.723,144.036,0.152,-4.559,0.0322,0.0441
Paramore,brand new eyes,All I Wanted,2-11-2023 6:40:00,2-11-2023,6:40:00,0.0192,0.494,0.723,144.036,0.152,-4.559,0.0322,0.0441
Paramore,Decode,Decode,2-11-2023 6:35:00,2-11-2023,6:35:00,0.000686,0.28,0.87,164.057,0.284,-4.219,0.00608,0.0592
NCT 127,NCT#127 LIMITLESS - The 2nd Mini Album,Good Thing,2-11-2023 6:32:00,2-11-2023,6:32:00,0.057,0.743,0.8,109.965,0.766,-3.611,2.11E-05,0.0389
Paramore,brand new eyes,All I Wanted,2-11-2023 6:32:00,2-11-2023,6:32:00,0.0192,0.494,0.723,144.036,0.152,-4.559,0.0322,0.0441
NCT 127,2 Baddies - The 4th Album,Crash Landing,2-11-2023 1:16:00,2-11-2023,1:16:00,0.199,0.592,0.874,140.06,0.56,-2.059,0,0.0904
NCT 127,Sticker - The 3rd Album,Sticker,2-11-2023 1:12:00,2-11-2023,1:12:00,0.311,0.527,0.769,156.032,0.719,-0.419,0,0.28
Ice Spice,Like..?,Princess Diana,2-10-2023 22:44:00,2-10-2023,22:44:00,0.289,0.902,0.733,147.977,0.821,-4.056,0,0.164
PinkPantheress,Boys a liar Pt. 2,Boys a liar Pt. 2,2-10-2023 22:41:00,2-10-2023,22:41:00,0.252,0.696,0.809,132.962,0.857,-8.254,0.000128,0.05
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-10-2023 22:38:00,2-10-2023,22:38:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
NCT 127,2 Baddies - The 4th Album,Time Lapse,2-10-2023 22:34:00,2-10-2023,22:34:00,0.0589,0.484,0.9,84.901,0.462,-3.567,0,0.209
Doja Cat,Amala (Deluxe Version),Tia Tamera (feat. Rico Nasty),2-10-2023 22:31:00,2-10-2023,22:31:00,0.019,0.822,0.654,119.884,0.421,-4.623,0,0.132
TWICE,MOONLIGHT SUNRISE,MOONLIGHT SUNRISE,2-10-2023 20:53:00,2-10-2023,20:53:00,0.392,0.749,0.781,125.09,0.606,-3.265,2.12E-06,0.0578
XG,SHOOTING STAR,SHOOTING STAR,2-10-2023 20:50:00,2-10-2023,20:50:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
Boa,BETTER - The 10th Album,Better,2-10-2023 20:41:00,2-10-2023,20:41:00,0.178,0.587,0.801,92.008,0.705,-4.22,0,0.229
NMIXX,AD MARE,O.O,2-10-2023 20:38:00,2-10-2023,20:38:00,0.0354,0.39,0.767,200.263,0.285,-3.918,4.26E-06,0.293
Glorilla,Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),2-10-2023 20:32:00,2-10-2023,20:32:00,0.0736,0.795,0.814,160.039,0.68,-3.945,0,0.4
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-10-2023 20:29:00,2-10-2023,20:29:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-10-2023 20:26:00,2-10-2023,20:26:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
Lizzo,Cuz I Love You (Super Deluxe),Truth Hurts,2-10-2023 20:23:00,2-10-2023,20:23:00,0.11,0.715,0.624,158.087,0.412,-3.046,0,0.114
Clairo,Immunity,Softly,2-10-2023 20:21:00,2-10-2023,20:21:00,0.33,0.759,0.436,94.03,0.782,-11.233,0.0113,0.0419
Polyphia,Remember That You Will Die,ABC (feat. Sophia Black),2-10-2023 20:12:00,2-10-2023,20:12:00,0.0553,0.681,0.827,140,0.75,-4.051,0,0.0651
Seventeen,Seventeen 4th Album Face the Sun,HOT,2-10-2023 20:03:00,2-10-2023,20:03:00,0.0539,0.765,0.777,111.944,0.64,-4.376,2.58E-06,0.0399
MONSTA X,One of a Kind,GAMBLER,2-10-2023 20:00:00,2-10-2023,20:00:00,0.00458,0.752,0.861,97.968,0.595,-2.72,5.84E-06,0.152
BTS,Proof,Run BTS,2-10-2023 19:57:00,2-10-2023,19:57:00,0.0201,0.724,0.818,77.004,0.696,-3.747,0,0.168
Steven Universe,Steven Universe Vol. 1 (Original Soundtrack),Love Like You (feat. Rebecca Sugar) - End Credits,2-10-2023 19:55:00,2-10-2023,19:55:00,0.879,0.591,0.242,118.001,0.292,-10.098,0,0.0312
BLACKPINK,SQUARE ONE,WHISTLE,2-10-2023 18:48:00,2-10-2023,18:48:00,0.00561,0.818,0.723,102.945,0.607,-4.82,0,0.114
MONSTA X,SHAPE OF LOVE,LOVE,2-10-2023 18:44:00,2-10-2023,18:44:00,0.0785,0.451,0.867,89.108,0.511,-3.316,0,0.459
GOT the beat,Stamp On It - The 1st Mini Album,Stamp On It,2-10-2023 18:40:00,2-10-2023,18:40:00,0.0309,0.632,0.849,142.959,0.393,-1.462,0.000142,0.0408
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-10-2023 18:30:00,2-10-2023,18:30:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
XG,SHOOTING STAR,SHOOTING STAR,2-10-2023 18:27:00,2-10-2023,18:27:00,0.0229,0.625,0.712,163.015,0.398,-5.996,0,0.0539
MONSTA X,SHAPE OF LOVE,LOVE,2-10-2023 18:17:00,2-10-2023,18:17:00,0.0785,0.451,0.867,89.108,0.511,-3.316,0,0.459
SZA,SOS,Kill Bill,2-10-2023 18:13:00,2-10-2023,18:13:00,0.0521,0.644,0.735,88.98,0.418,-5.747,0.144,0.0391
Boa,BETTER - The 10th Album,Better,2-10-2023 18:10:00,2-10-2023,18:10:00,0.178,0.587,0.801,92.008,0.705,-4.22,0,0.229
GOT the beat,Stamp On It - The 1st Mini Album,Stamp On It,2-10-2023 8:05:00,2-10-2023,8:05:00,0.0309,0.632,0.849,142.959,0.393,-1.462,0.000142,0.0408
NCT 127,Ay-Yo - The 4th Album Repackage,Ay-Yo,2-10-2023 7:37:00,2-10-2023,7:37:00,0.00629,0.753,0.845,90.002,0.413,-2.751,0,0.121
TWICE,MOONLIGHT SUNRISE,MOONLIGHT SUNRISE,2-10-2023 7:34:00,2-10-2023,7:34:00,0.392,0.749,0.781,125.09,0.606,-3.265,2.12E-06,0.0578
LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,2-10-2023 7:34:00,2-10-2023,7:34:00,0.0821,0.882,0.797,105.025,0.824,-3.299,0,0.0819
TWICE,MOONLIGHT SUNRISE,MOONLIGHT SUNRISE,2-10-2023 7:31:00,2-10-2023,7:31:00,0.392,0.749,0.781,125.09,0.606,-3.265,2.12E-06,0.0578
Taylor Swift,1989 (Deluxe),Out of the Woods,2-10-2023 7:23:00,2-10-2023,7:23:00,0.00103,0.552,0.842,91.991,0.343,-6.938,1.17E-05,0.0373
MAX,Colour Vision,Checklist (feat. Chromeo),2-10-2023 7:21:00,2-10-2023,7:21:00,0.0709,0.792,0.792,123.056,0.873,-4.023,0,0.035
Rita Ora,I Will Never Let You Down,I Will Never Let You Down,2-10-2023 7:18:00,2-10-2023,7:18:00,0.403,0.753,0.801,128.011,0.794,-3.215,0,0.0296
Kim Petras,Future Starts Now,Future Starts Now,2-10-2023 7:13:00,2-10-2023,7:13:00,0.00329,0.693,0.853,119.948,0.432,-4.241,0.000193,0.0503
Fifth Harmony,7/27 (Deluxe),Thats My Girl,2-10-2023 7:10:00,2-10-2023,7:10:00,0.0358,0.596,0.851,202.049,0.612,-4.245,3.19E-05,0.121
Selena Gomez & the Scene,When the Sun Goes Down,Who Says,2-10-2023 7:07:00,2-10-2023,7:07:00,0.0843,0.682,0.927,101.019,0.744,-2.915,0,0.0479
Beyoncé,RENAISSANCE,CUFF IT,2-10-2023 7:03:00,2-10-2023,7:03:00,0.0368,0.78,0.689,115.042,0.642,-5.668,9.69E-06,0.141
JEON SOMI,XOXO,BIRTHDAY,2-10-2023 7:00:00,2-10-2023,7:00:00,0.0163,0.687,0.844,180.055,0.596,-4.242,9.92E-06,0.109
BTS,MAP OF THE SOUL : PERSONA,HOME,2-10-2023 6:56:00,2-10-2023,6:56:00,0.0144,0.633,0.799,142.991,0.534,-4.625,0,0.0427
NCT,NCT 2018 EMPATHY,TOUCH,2-10-2023 6:52:00,2-10-2023,6:52:00,0.0391,0.595,0.806,93.126,0.616,-4.644,0,0.141
Gwen Stefani,Love Angel Music Baby,Bubble Pop Electric,2-10-2023 6:49:00,2-10-2023,6:49:00,0.000527,0.566,0.976,193.979,0.354,-3.866,0.00265,0.262
One Direction,Take Me Home (Expanded Edition),Kiss You,2-10-2023 6:46:00,2-10-2023,6:46:00,0.0177,0.637,0.93,90.014,0.886,-2.632,0,0.0511
BTS,MAP OF THE SOUL : 7,Outro : Ego,2-10-2023 6:42:00,2-10-2023,6:42:00,0.0121,0.808,0.903,116.988,0.473,-3.106,0.000248,0.0957
BTS,LOVE YOURSELF 轉 Tear,Love Maze,2-10-2023 6:39:00,2-10-2023,6:39:00,0.0483,0.637,0.876,149.93,0.759,-4.652,0,0.0618
NCT DREAM,Hello Future - The 1st Album Repackage,Hello Future,2-10-2023 6:34:00,2-10-2023,6:34:00,0.0261,0.545,0.803,170.006,0.5,-2.283,0,0.0526
Katy Perry,PRISM,Birthday,2-10-2023 6:30:00,2-10-2023,6:30:00,0.0879,0.719,0.674,125.98,0.843,-5.122,3.75E-06,0.0681
PRETTYMUCH,Would You Mind,Would You Mind,2-10-2023 6:27:00,2-10-2023,6:27:00,0.00613,0.645,0.753,115.792,0.498,-4.929,0,0.122
RM,mono.,everythingoes (with NELL),2-10-2023 6:22:00,2-10-2023,6:22:00,0.143,0.47,0.722,92.034,0.14,-5.819,2.91E-06,0.0303
DPR LIVE,Her,Text Me,2-10-2023 6:19:00,2-10-2023,6:19:00,0.146,0.846,0.592,134.024,0.757,-6.452,0,0.28
IU,Palette,dlwlrma,2-10-2023 6:16:00,2-10-2023,6:16:00,0.315,0.738,0.641,119.867,0.631,-3.44,0,0.0475
dhruv,rapunzel,double take,2-10-2023 6:11:00,2-10-2023,6:11:00,0.845,0.656,0.436,109.239,0.196,-11.141,0,0.0744
Colde,Love Pt. 1,WA-R-R,2-10-2023 6:07:00,2-10-2023,6:07:00,0.873,0.735,0.358,112.901,0.236,-9.227,0,0.0641
ENHYPEN,BORDER : CARNIVAL,FEVER,2-10-2023 6:03:00,2-10-2023,6:03:00,0.0642,0.6,0.713,72.999,0.471,-5.079,0,0.0592
Bibi,LISTEN 035 Restless,Restless,2-10-2023 5:59:00,2-10-2023,5:59:00,0.382,0.575,0.607,89.985,0.298,-6.897,0.000112,0.0274
Fujii Kaze,HELP EVER HURT NEVER,Shinunoga E-Wa,2-10-2023 5:56:00,2-10-2023,5:56:00,0.166,0.6,0.76,158.078,0.519,-6.124,4.09E-05,0.0452
Joe Hisaishi,Howls Moving Castle Soundtrack,Youre In Love,2-10-2023 5:55:00,2-10-2023,5:55:00,0.996,0.526,0.0344,67.101,0.208,-27.855,0.924,0.11
Million Eyes,In the Wind,The Mercy of the Wind,2-10-2023 5:53:00,2-10-2023,5:53:00,0.985,0.467,0.0539,66.445,0.272,-21.715,0.52,0.042
Yerin Baek,Bye bye my blue,Bye bye my blue,2-10-2023 5:51:00,2-10-2023,5:51:00,0.613,0.511,0.539,87.702,0.297,-6.726,3.16E-06,0.114
DEAN,130 mood : TRBL,21,2-10-2023 5:47:00,2-10-2023,5:47:00,0.18,0.686,0.73,109.93,0.576,-5.673,0,0.153
NCT 127,NCT #127 Neo Zone - The 2nd Album,Day Dream,2-10-2023 5:44:00,2-10-2023,5:44:00,0.146,0.744,0.89,99.95,0.629,-3.134,0,0.0824
Red Velvet,The ReVe Festival 2022 - Feel My Rhythm,In My Dreams,2-10-2023 5:40:00,2-10-2023,5:40:00,0.215,0.652,0.536,101.044,0.179,-4.517,0.0066,0.0283
Dvwn,dawn defibrillation vol.1,Last,2-10-2023 5:36:00,2-10-2023,5:36:00,0.117,0.695,0.39,123.985,0.455,-5.439,0,0.0342
Marina,The Family Jewels,Are You Satisfied?,2-10-2023 5:33:00,2-10-2023,5:33:00,0.303,0.669,0.712,124.009,0.843,-4.992,0,0.0412
Hus,Short Cake,Banana Shake,2-10-2023 5:27:00,2-10-2023,5:27:00,0.0701,0.81,0.811,125.979,0.741,-6.383,0.00262,0.0449
NCT 127,NCT#127 LIMITLESS - The 2nd Mini Album,Back 2 U (AM 01:27),2-10-2023 5:23:00,2-10-2023,5:23:00,0.548,0.648,0.754,105.034,0.375,-6.266,0,0.0658
LE SSERAFIM,ANTIFRAGILE,Impurities,2-10-2023 5:19:00,2-10-2023,5:19:00,0.231,0.715,0.757,90.065,0.464,-4.746,0,0.0373
Crush,None,none,2-10-2023 5:15:00,2-10-2023,5:15:00,0.902,0.551,0.351,90.159,0.197,-10.762,0,0.172
NCT DREAM,Hot Sauce - The 1st Album,Dive Into You,2-10-2023 5:11:00,2-10-2023,5:11:00,0.23,0.767,0.715,75.968,0.584,-3.171,0,0.0493
DPR LIVE,Jasmine,Jasmine,2-10-2023 5:08:00,2-10-2023,5:08:00,0.331,0.597,0.486,137.68,0.397,-5.893,0,0.0986
SZA,SOS,Kill Bill,2-10-2023 5:05:00,2-10-2023,5:05:00,0.0521,0.644,0.735,88.98,0.418,-5.747,0.144,0.0391
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-10-2023 5:00:00,2-10-2023,5:00:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
BLACKPINK,SQUARE ONE,WHISTLE,2-10-2023 4:56:00,2-10-2023,4:56:00,0.00561,0.818,0.723,102.945,0.607,-4.82,0,0.114
Seventeen,Seventeen 4th Album Face the Sun,HOT,2-10-2023 4:53:00,2-10-2023,4:53:00,0.0539,0.765,0.777,111.944,0.64,-4.376,2.58E-06,0.0399
Polyphia,Remember That You Will Die,Ego Death (feat. Steve Vai),2-10-2023 4:47:00,2-10-2023,4:47:00,0.0374,0.655,0.763,128.028,0.445,-5.202,0.678,0.0526
Boa,BETTER - The 10th Album,Better,2-10-2023 4:44:00,2-10-2023,4:44:00,0.178,0.587,0.801,92.008,0.705,-4.22,0,0.229
Yaeji,WHAT WE DREW 우리가 그려왔던,WAKING UP DOWN,2-10-2023 4:41:00,2-10-2023,4:41:00,0.0124,0.825,0.458,125.041,0.41,-8.26,0.794,0.0577
Yaeji,For Granted,For Granted,2-10-2023 4:37:00,2-10-2023,4:37:00,0.119,0.722,0.613,92.495,0.398,-8.394,0.083,0.0411
Yaeji,For Granted,For Granted,2-10-2023 4:34:00,2-10-2023,4:34:00,0.119,0.722,0.613,92.495,0.398,-8.394,0.083,0.0411
DJ Neptune,Bienvenue,Bienvenue,2-10-2023 4:31:00,2-10-2023,4:31:00,0.501,0.519,0.626,102.293,0.394,-6.353,6.95E-06,0.0934
Naomi Sharon,Hills,Hills,2-10-2023 4:28:00,2-10-2023,4:28:00,0.903,0.646,0.285,94.154,0.247,-8.692,2.68E-05,0.0278
ICE SPICE,NAME OF LOVE,Name of Love,2-10-2023 4:27:00,2-10-2023,4:27:00,0.575,0.61,0.765,144.032,0.833,-3.553,0,0.184
Silica Gel,Kyo181,Kyo181,2-10-2023 4:23:00,2-10-2023,4:23:00,0.065,0.476,0.569,160.143,0.682,-4.958,0.000114,0.0427
Silica Gel,Kyo181,Kyo181,2-10-2023 4:18:00,2-10-2023,4:18:00,0.065,0.476,0.569,160.143,0.682,-4.958,0.000114,0.0427
WayV,Love Talk (English Version),Love Talk - English Version,2-10-2023 4:13:00,2-10-2023,4:13:00,0.142,0.751,0.719,98.01,0.437,-5.198,0,0.0373
BTS,LOVE YOURSELF 結 Answer,FAKE LOVE,2-10-2023 4:09:00,2-10-2023,4:09:00,0.00267,0.557,0.719,77.502,0.345,-4.515,0,0.0371
Trey Songz,Passion Pain & Pleasure (Deluxe Version),Bottoms Up (feat. Nicki Minaj),2-10-2023 4:06:00,2-10-2023,4:06:00,0.0205,0.844,0.601,73.989,0.331,-5.283,0,0.157
Claire Rosinkranz,dont miss me,dont miss me,2-10-2023 4:04:00,2-10-2023,4:04:00,0.793,0.796,0.727,104.98,0.818,-4.726,2.49E-05,0.04
FKA twigs,MAGDALENE,cellophane,2-10-2023 4:01:00,2-10-2023,4:01:00,0.871,0.431,0.284,98.317,0.229,-11.858,0.000136,0.0432
Tessa Violet,YES MOM,YES MOM,2-10-2023 3:57:00,2-10-2023,3:57:00,0.143,0.78,0.672,97.054,0.541,-4.398,7.27E-05,0.0328
PinkPantheress,Boys a liar Pt. 2,Boys a liar Pt. 2,2-10-2023 3:55:00,2-10-2023,3:55:00,0.252,0.696,0.809,132.962,0.857,-8.254,0.000128,0.05
PinkPantheress,Boys a liar Pt. 2,Boys a liar Pt. 2,2-10-2023 3:52:00,2-10-2023,3:52:00,0.252,0.696,0.809,132.962,0.857,-8.254,0.000128,0.05
Grimes,Visions,Oblivion,2-10-2023 3:47:00,2-10-2023,3:47:00,0.115,0.697,0.529,155.974,0.486,-8.838,0.896,0.0338
FKA twigs,CAPRISONGS,careless (feat. Daniel Caesar),2-10-2023 3:44:00,2-10-2023,3:44:00,0.724,0.706,0.395,118.128,0.26,-6.952,2.16E-05,0.0588
Mitski,Puberty 2,A Burning Hill,2-10-2023 3:42:00,2-10-2023,3:42:00,0.77,0.462,0.191,132.034,0.0996,-14.993,0.00264,0.0374
Blood Orange,Angels Pulse,I Wanna C U,2-10-2023 3:41:00,2-10-2023,3:41:00,0.715,0.793,0.304,99.773,0.72,-12.191,0.181,0.0442
FKA twigs,MAGDALENE,cellophane,2-10-2023 3:38:00,2-10-2023,3:38:00,0.871,0.431,0.284,98.317,0.229,-11.858,0.000136,0.0432
Weezer,The End of the Game,The End of the Game,2-10-2023 2:36:00,2-10-2023,2:36:00,0.00121,0.574,0.865,119.068,0.669,-4.028,2.92E-06,0.041
ITZY,ITz ME,WANNABE,2-10-2023 2:31:00,2-10-2023,2:31:00,0.00795,0.809,0.911,122.035,0.64,-4.41,0.000179,0.0617
Jennie,SOLO,SOLO,2-10-2023 2:31:00,2-10-2023,2:31:00,0.0861,0.751,0.642,95.045,0.388,-5.165,0,0.087
Speed,Rise,White Love,2-10-2023 1:28:00,2-10-2023,1:28:00,0.149,0.662,0.903,110.971,0.436,-5.929,1.63E-06,0.0554
THE BOYZ,THE BOYZ 1ST ALBUM [REVEAL],REVEAL,2-10-2023 1:25:00,2-10-2023,1:25:00,0.0822,0.624,0.952,95.043,0.569,-1.38,0,0.108
Gwen Stefani,Love Angel Music Baby,Hollaback Girl,2-10-2023 1:25:00,2-10-2023,1:25:00,0.35,0.926,0.916,110.007,0.904,-2.221,6.17E-06,0.0929
MAMAMOO,reality in BLACK,HIP,2-10-2023 1:21:00,2-10-2023,1:21:00,0.0376,0.782,0.731,138.032,0.824,-4.581,3.15E-05,0.143
Megan Thee Stallion,Traumazine,Her,2-10-2023 1:19:00,2-10-2023,1:19:00,0.374,0.945,0.848,119.918,0.819,-4.76,3.31E-05,0.326
Maroon 5,Songs About Jane: 10th Anniversary Edition,This Love,2-10-2023 1:09:00,2-10-2023,1:09:00,0.0525,0.712,0.862,95.051,0.809,-4.612,0,0.0378
Taylor Swift,reputation,Delicate,2-10-2023 1:03:00,2-10-2023,1:03:00,0.216,0.75,0.404,95.045,0.0499,-10.178,0.000357,0.0682
Stacey Ryan,Fall In Love Alone (Sped Up Version),Fall In Love Alone - Sped Up Version,2-10-2023 0:53:00,2-10-2023,0:53:00,0.238,0.61,0.719,111.734,0.695,-3.352,0,0.239
Laufey,Everything I Know About Love,Falling Behind,2-10-2023 0:51:00,2-10-2023,0:51:00,0.942,0.449,0.353,165.888,0.55,-12.986,0.0786,0.0915
Steven Universe,Steven Universe Vol. 1 (Original Soundtrack),Love Like You (feat. Rebecca Sugar) - End Credits,2-10-2023 0:51:00,2-10-2023,0:51:00,0.879,0.591,0.242,118.001,0.292,-10.098,0,0.0312
Laufey,Everything I Know About Love,Falling Behind,2-10-2023 0:48:00,2-10-2023,0:48:00,0.942,0.449,0.353,165.888,0.55,-12.986,0.0786,0.0915
Laufey,Street by Street,Street by Street,2-10-2023 0:44:00,2-10-2023,0:44:00,0.87,0.694,0.279,82.068,0.216,-10.871,2.49E-06,0.0546
Clairo,Immunity,Softly,2-10-2023 0:41:00,2-10-2023,0:41:00,0.33,0.759,0.436,94.03,0.782,-11.233,0.0113,0.0419
Chloe Moriondo,Blood Bunny,Bodybag,2-10-2023 0:39:00,2-10-2023,0:39:00,0.0223,0.783,0.461,112.98,0.683,-4.658,3.74E-05,0.0363
Joji,Run,Run,2-10-2023 0:35:00,2-10-2023,0:35:00,0.0427,0.448,0.72,157.919,0.361,-3.954,0.000292,0.0332
Taylor Swift,1989 (Deluxe Edition),Out of the Woods,2-10-2023 0:31:00,2-10-2023,0:31:00,0.00103,0.552,0.842,91.991,0.343,-6.938,1.17E-05,0.0373
Taylor Swift,reputation,Delicate,2-10-2023 0:27:00,2-10-2023,0:27:00,0.216,0.75,0.404,95.045,0.0499,-10.178,0.000357,0.0682
Marina,The Family Jewels,Oh No!,2-10-2023 0:24:00,2-10-2023,0:24:00,0.0539,0.77,0.896,126.999,0.964,-3.971,0,0.039
My Chemical Romance,The Black Parade,Cancer,2-10-2023 0:21:00,2-10-2023,0:21:00,0.358,0.457,0.515,74.984,0.222,-4.31,0,0.0261
Laufey,Let You Break My Heart Again,Let You Break My Heart Again,2-10-2023 0:17:00,2-10-2023,0:17:00,0.965,0.299,0.142,76.748,0.123,-15.134,0.113,0.0369
Laufey,Valentine,Valentine,2-10-2023 0:14:00,2-10-2023,0:14:00,0.917,0.472,0.204,82.51,0.224,-13.065,0,0.0452
Mitski,Puberty 2,A Burning Hill,2-10-2023 0:13:00,2-10-2023,0:13:00,0.77,0.462,0.191,132.034,0.0996,-14.993,0.00264,0.0374
Giveon,Spotify Singles,Untitled (How Does It Feel),2-10-2023 0:08:00,2-10-2023,0:08:00,0.378,0.347,0.331,147.741,0.305,-8.052,0,0.031
aespa,Savage - The 1st Mini Album,Savage,2-9-2023 23:02:00,2-9-2023,23:02:00,0.124,0.727,0.879,146.959,0.671,-1.167,1.17E-05,0.129
girl in red,if i could make it go quiet,Body And Mind,2-9-2023 22:56:00,2-9-2023,22:56:00,0.0718,0.575,0.572,150.894,0.551,-5.928,0,0.0635
Arctic Monkeys,AM,R U Mine?,2-9-2023 22:53:00,2-9-2023,22:53:00,0.00616,0.288,0.758,97.094,0.619,-5.692,0,0.0371
High School Musical,High School Musical 3: Senior Year Original Soundtrack,Now or Never,2-9-2023 22:50:00,2-9-2023,22:50:00,0.112,0.747,0.983,114.993,0.553,-3.883,0,0.181
Lady Gaga,Born This Way,Judas,2-9-2023 22:48:00,2-9-2023,22:48:00,0.000967,0.661,0.937,131.001,0.535,-3.83,1.59E-05,0.0744
BTS,LOVE YOURSELF 結 Answer,MIC Drop (Steve Aoki Remix) - Full Length Edition,2-9-2023 22:43:00,2-9-2023,22:43:00,0.0114,0.606,0.85,170.01,0.542,-3.952,1.01E-06,0.183
Flavour,Blessed,Shake,2-9-2023 22:39:00,2-9-2023,22:39:00,0.263,0.72,0.949,125.072,0.96,-3.597,0,0.225
Charlie Puth,Girlfriend,Girlfriend,2-9-2023 22:36:00,2-9-2023,22:36:00,0.18,0.758,0.583,97.537,0.797,-6.361,5.12E-05,0.0421
PnB Rock,RNB3,No Time,2-9-2023 22:34:00,2-9-2023,22:34:00,0.175,0.618,0.604,91.017,0.606,-7.533,0,0.083
CL,Hello Bitches,Hello Bitches,2-9-2023 21:28:00,2-9-2023,21:28:00,0.00985,0.714,0.884,145.075,0.584,-2.932,0,0.113
Kesha,Cannibal (Expanded Edition),We R Who We R,2-9-2023 21:28:00,2-9-2023,21:28:00,0.00987,0.736,0.817,119.95,0.653,-4.9,0.00167,0.0407
Kesha,Cannibal,We R Who We R,2-9-2023 21:25:00,2-9-2023,21:25:00,0.00987,0.736,0.817,119.95,0.653,-4.9,0.00167,0.0407
twenty one pilots,Blurryface,Ride,2-9-2023 21:21:00,2-9-2023,21:21:00,0.00835,0.645,0.713,74.989,0.566,-5.355,0,0.0393
ICE SPICE,NAME OF LOVE,Name of Love,2-9-2023 21:20:00,2-9-2023,21:20:00,0.575,0.61,0.765,144.032,0.833,-3.553,0,0.184
Britney Spears,The Essential Britney Spears,Till the World Ends,2-9-2023 21:19:00,2-9-2023,21:19:00,0.0228,0.693,0.705,131.951,0.45,-5.747,0,0.0665
Loona,Chuu,Heart Attack (츄),2-9-2023 21:15:00,2-9-2023,21:15:00,0.0524,0.663,0.857,99.014,0.75,-3.457,0,0.0581
Panic! at the Disco,A Fever You Cant Sweat Out,Build God Then Well Talk,2-9-2023 21:09:00,2-9-2023,21:09:00,0.136,0.418,0.828,124.783,0.448,-4.132,0,0.0475
Steven Universe,Steven Universe Vol. 1 (Original Soundtrack),Love Like You (feat. Rebecca Sugar) - End Credits,2-9-2023 21:07:00,2-9-2023,21:07:00,0.879,0.591,0.242,118.001,0.292,-10.098,0,0.0312
Samm Henshaw,Untidy Soul,Grow,2-9-2023 21:04:00,2-9-2023,21:04:00,0.103,0.672,0.672,85.012,0.807,-7.693,0.000489,0.0847
Oxford Out of the Blue,Soul Sisters,Hips Dont Lie,2-9-2023 21:04:00,2-9-2023,21:04:00,0.487,0.543,0.686,98.937,0.934,-5.233,0,0.0731
Silica Gel,Kyo181,Kyo181,2-9-2023 20:57:00,2-9-2023,20:57:00,0.065,0.476,0.569,160.143,0.682,-4.958,0.000114,0.0427
